21.11.2024, 08:35
Project Statistics

                 	Segments	 Words	Characters (w/o spaces)	Characters (w/ spaces)	#Files	
Total:           	    2686	422141	                3352889	               3525975	   158	
Remaining:       	    2685	421943	                3351478	               3524484	   157	
Unique:          	    2653	422002	                3352159	               3525135	   157	
Unique Remaining:	    2652	421804	                3350748	               3523644	   156	


Individual File Statistics:

File Name                                          	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (w/o spaces)	Remaining Characters (w/o spaces)	Unique Characters (w/o spaces)	Unique Remaining Characters (w/o spaces)	Total Characters (w/ spaces)	Remaining Characters (w/ spaces)	Unique Characters (w/ spaces)	Unique Remaining Characters (w/ spaces)	
quests/quest_escapePlanLoyalty.2948.txt            	             1	                 1	              1	                        1	        262	            262	         262	                   262	                         1746	                             1746	                          1746	                                    1746	                        1869	                            1869	                         1869	                                   1869	
quests/quest_escapePlanPasses.2864.txt             	             1	                 1	              1	                        1	        226	            226	         226	                   226	                         1657	                             1657	                          1657	                                    1657	                        1758	                            1758	                         1758	                                   1758	
quests/quest_escapePlanSpyglass.2776.txt           	             1	                 1	              1	                        1	        422	            422	         422	                   422	                         2867	                             2867	                          2867	                                    2867	                        3039	                            3039	                         3039	                                   3039	
quests/quest_findJailer.3189.txt                   	             1	                 1	              1	                        1	        326	            326	         326	                   326	                         2298	                             2298	                          2298	                                    2298	                        2445	                            2445	                         2445	                                   2445	
quests/quest_findTheMaster.2659.txt                	             1	                 1	              1	                        1	        426	            426	         426	                   426	                         3016	                             3016	                          3016	                                    3016	                        3215	                            3215	                         3215	                                   3215	
quests/quest_flowersForMerra.2504.txt              	             1	                 0	              1	                        0	        198	              0	         198	                     0	                         1411	                                0	                          1411	                                       0	                        1491	                               0	                         1491	                                      0	
quests/quest_jailbreak.2642.txt                    	             1	                 1	              1	                        1	        293	            293	         293	                   293	                         2138	                             2138	                          2138	                                    2138	                        2277	                            2277	                         2277	                                   2277	
quests/quest_mushroomsForFaustus.3384.txt          	             1	                 1	              1	                        1	        266	            266	         266	                   266	                         1850	                             1850	                          1850	                                    1850	                        1968	                            1968	                         1968	                                   1968	
quests/quest_prepareForCatacombs.2878.txt          	             1	                 1	              1	                        1	        505	            505	         505	                   505	                         3368	                             3368	                          3368	                                    3368	                        3585	                            3585	                         3585	                                   3585	
quests/quest_sendMessageBeetle.2471.txt            	             1	                 1	              1	                        1	        267	            267	         267	                   267	                         1875	                             1875	                          1875	                                    1875	                        2005	                            2005	                         2005	                                   2005	
quests/quest_sleep.3273.txt                        	             1	                 1	              1	                        1	        241	            241	         241	                   241	                         1657	                             1657	                          1657	                                    1657	                        1772	                            1772	                         1772	                                   1772	
quests/quest_sleepingTonic.2921.txt                	             1	                 1	              1	                        1	        538	            538	         538	                   538	                         3688	                             3688	                          3688	                                    3688	                        3914	                            3914	                         3914	                                   3914	
quests/quest_tendTheStill.2606.txt                 	             1	                 1	              1	                        1	        246	            246	         246	                   246	                         1722	                             1722	                          1722	                                    1722	                        1836	                            1836	                         1836	                                   1836	
songs/song_commander.2427.txt                      	             1	                 1	              1	                        1	        164	            164	         164	                   164	                          675	                              675	                           675	                                     675	                         773	                             773	                          773	                                    773	
songs/song_gildedWarrior.2718.txt                  	             1	                 1	              1	                        1	        152	            152	         152	                   152	                          682	                              682	                           682	                                     682	                         767	                             767	                          767	                                    767	
songs/song_gildedWarriorChanged.2460.txt           	             1	                 1	              1	                        1	        152	            152	         152	                   152	                          682	                              682	                           682	                                     682	                         767	                             767	                          767	                                    767	
songs/song_greenFlame.3112.txt                     	             1	                 1	              1	                        1	         58	             58	          58	                    58	                          257	                              257	                           257	                                     257	                         309	                             309	                          309	                                    309	
songs/song_lullaby.2457.txt                        	             1	                 1	              1	                        1	         59	             59	          59	                    59	                          256	                              256	                           256	                                     256	                         280	                             280	                          280	                                    280	
songs/song_poisonedCup.3446.txt                    	             1	                 1	              1	                        1	        156	            156	         156	                   156	                          657	                              657	                           657	                                     657	                         747	                             747	                          747	                                    747	
songs/song_silas.2793.txt                          	             1	                 1	              1	                        1	        126	            126	         126	                   126	                          539	                              539	                           539	                                     539	                         614	                             614	                          614	                                    614	
books/page_song_gildedWarriorChanged.2677.txt      	             2	                 2	              0	                        0	         29	             29	           0	                     0	                          133	                              133	                             0	                                       0	                         160	                             160	                            0	                                      0	
